127.0.0.1:5558,D,0.0013098716735839844
127.0.0.1:5557,A,0.0012600421905517578
127.0.0.1:5558,D,0.0012259483337402344
127.0.0.1:5557,A,0.001323699951171875
127.0.0.1:5558,D,0.001291036605834961
127.0.0.1:5557,A,0.0013909339904785156
127.0.0.1:5558,D,0.0012736320495605469
127.0.0.1:5557,A,0.0013592243194580078
127.0.0.1:5558,D,0.0013659000396728516
127.0.0.1:5557,A,0.001421213150024414
127.0.0.1:5558,D,0.0013461112976074219
127.0.0.1:5557,A,0.0018150806427001953
127.0.0.1:5558,D,0.0011570453643798828
127.0.0.1:5557,A,0.0012869834899902344
127.0.0.1:5558,D,0.0012018680572509766
127.0.0.1:5557,A,0.0015330314636230469
127.0.0.1:5558,D,0.0011730194091796875
127.0.0.1:5557,A,0.0013802051544189453
127.0.0.1:5558,D,0.0018239021301269531
127.0.0.1:5557,A,0.0011920928955078125
127.0.0.1:5558,D,0.0012197494506835938
127.0.0.1:5557,A,0.0011310577392578125
127.0.0.1:5558,D,0.0014007091522216797
127.0.0.1:5557,A,0.0015769004821777344
127.0.0.1:5558,D,0.0014407634735107422
127.0.0.1:5557,A,0.0014460086822509766
127.0.0.1:5558,D,0.0011260509490966797
127.0.0.1:5557,A,0.0011951923370361328
127.0.0.1:5558,D,0.0012600421905517578
127.0.0.1:5557,A,0.019330978393554688
127.0.0.1:5558,D,0.001149892807006836
127.0.0.1:5557,A,0.0012481212615966797
127.0.0.1:5558,D,0.001085042953491211
127.0.0.1:5557,A,0.0012826919555664062
127.0.0.1:5558,D,0.001313924789428711
127.0.0.1:5557,A,0.001293182373046875
127.0.0.1:5558,D,0.0012669563293457031
127.0.0.1:5557,A,0.0012962818145751953
127.0.0.1:5558,D,0.0012280941009521484
127.0.0.1:5557,A,0.0011420249938964844
127.0.0.1:5558,D,0.0013427734375
127.0.0.1:5557,A,0.0013470649719238281
127.0.0.1:5558,D,0.0012001991271972656
127.0.0.1:5557,A,0.0012729167938232422
127.0.0.1:5558,D,0.0019021034240722656
127.0.0.1:5557,A,0.0014798641204833984
127.0.0.1:5558,D,0.0012538433074951172
127.0.0.1:5557,A,0.0013308525085449219
127.0.0.1:5558,D,0.00139617919921875
127.0.0.1:5557,A,0.005009889602661133
