publisher,topic,total_time_seconds
127.0.0.1:5556,B,0.0008909702301025391
127.0.0.1:5557,B,0.001010894775390625
127.0.0.1:5556,B,0.0014982223510742188
127.0.0.1:5557,B,0.0006051063537597656
127.0.0.1:5556,B,0.0005679130554199219
127.0.0.1:5557,B,0.0009789466857910156
127.0.0.1:5556,B,0.0008368492126464844
127.0.0.1:5557,B,0.0008032321929931641
127.0.0.1:5556,B,0.0018267631530761719
127.0.0.1:5557,B,0.0007541179656982422
127.0.0.1:5556,B,0.0007824897766113281
127.0.0.1:5557,B,0.0007200241088867188
127.0.0.1:5556,B,0.00078582763671875
127.0.0.1:5557,B,0.0010263919830322266
127.0.0.1:5556,B,0.0006756782531738281
127.0.0.1:5557,B,0.0009143352508544922
127.0.0.1:5556,B,0.0007691383361816406
127.0.0.1:5557,B,0.0007414817810058594
127.0.0.1:5556,B,0.0013701915740966797
127.0.0.1:5557,B,0.0007083415985107422
127.0.0.1:5556,B,0.0008251667022705078
127.0.0.1:5557,B,0.0022580623626708984
127.0.0.1:5556,B,0.0009331703186035156
127.0.0.1:5557,B,0.0007121562957763672
127.0.0.1:5556,B,0.0006532669067382812
127.0.0.1:5557,B,0.0007214546203613281
127.0.0.1:5556,B,0.0013115406036376953
127.0.0.1:5557,B,0.0008254051208496094
127.0.0.1:5556,B,0.0008361339569091797
127.0.0.1:5557,B,0.0010402202606201172
127.0.0.1:5556,B,0.0014619827270507812
127.0.0.1:5557,B,0.0006079673767089844
127.0.0.1:5556,B,0.0011246204376220703
127.0.0.1:5557,B,0.0006785392761230469
127.0.0.1:5556,B,0.0020394325256347656
127.0.0.1:5557,B,0.0007119178771972656
127.0.0.1:5556,B,0.0008075237274169922
127.0.0.1:5557,B,0.0006883144378662109
127.0.0.1:5556,B,0.0007343292236328125
127.0.0.1:5557,B,0.0008788108825683594
127.0.0.1:5556,B,0.0006148815155029297
127.0.0.1:5557,B,0.0007252693176269531
127.0.0.1:5556,B,0.0010416507720947266
127.0.0.1:5557,B,0.0007250308990478516
127.0.0.1:5556,B,0.0008533000946044922
127.0.0.1:5557,B,0.0011324882507324219
127.0.0.1:5556,B,0.0007190704345703125
127.0.0.1:5557,B,0.0008633136749267578
127.0.0.1:5556,B,0.0010461807250976562
127.0.0.1:5557,B,0.0006914138793945312
127.0.0.1:5556,B,0.0014655590057373047
127.0.0.1:5557,B,0.0020513534545898438
127.0.0.1:5556,B,0.001074075698852539
127.0.0.1:5557,B,0.0006899833679199219
127.0.0.1:5556,B,0.001499176025390625
127.0.0.1:5557,B,0.0007703304290771484
127.0.0.1:5556,B,0.0009639263153076172
127.0.0.1:5557,B,0.0006678104400634766
127.0.0.1:5556,B,0.0005171298980712891
127.0.0.1:5557,B,0.0006916522979736328
