publisher,topic,total_time_seconds
127.0.0.1:5557,B,0.0005245208740234375
127.0.0.1:5556,B,0.0013277530670166016
127.0.0.1:5557,B,0.0005714893341064453
127.0.0.1:5556,B,0.00037670135498046875
127.0.0.1:5557,B,0.0004067420959472656
127.0.0.1:5556,B,0.0005464553833007812
127.0.0.1:5557,B,0.0008461475372314453
127.0.0.1:5556,B,0.0014057159423828125
127.0.0.1:5557,B,0.0005145072937011719
127.0.0.1:5556,B,0.0007243156433105469
127.0.0.1:5557,B,0.00077056884765625
127.0.0.1:5556,B,0.0008385181427001953
127.0.0.1:5557,B,0.0005981922149658203
127.0.0.1:5556,B,0.00044465065002441406
127.0.0.1:5557,B,0.0011143684387207031
127.0.0.1:5556,B,0.0005128383636474609
127.0.0.1:5557,B,0.0005209445953369141
127.0.0.1:5556,B,0.0006625652313232422
127.0.0.1:5557,B,0.0011756420135498047
127.0.0.1:5556,B,0.0005083084106445312
127.0.0.1:5557,B,0.0008687973022460938
127.0.0.1:5556,B,0.0008044242858886719
127.0.0.1:5557,B,0.0007011890411376953
127.0.0.1:5556,B,0.0005726814270019531
127.0.0.1:5557,B,0.0005915164947509766
127.0.0.1:5556,B,0.0006761550903320312
127.0.0.1:5557,B,0.0009152889251708984
127.0.0.1:5556,B,0.0004291534423828125
127.0.0.1:5557,B,0.0008535385131835938
127.0.0.1:5556,B,0.00039839744567871094
127.0.0.1:5557,B,0.0006847381591796875
127.0.0.1:5556,B,0.0006737709045410156
127.0.0.1:5557,B,0.0004725456237792969
127.0.0.1:5556,B,0.0005850791931152344
127.0.0.1:5557,B,0.0006155967712402344
127.0.0.1:5556,B,0.000804901123046875
127.0.0.1:5557,B,0.0005130767822265625
127.0.0.1:5556,B,0.0003368854522705078
127.0.0.1:5557,B,0.0006678104400634766
127.0.0.1:5556,B,0.0015308856964111328
127.0.0.1:5557,B,0.0003879070281982422
127.0.0.1:5556,B,0.000415802001953125
127.0.0.1:5557,B,0.0004067420959472656
127.0.0.1:5556,B,0.0004475116729736328
127.0.0.1:5557,B,0.0006241798400878906
127.0.0.1:5556,B,0.0004055500030517578
127.0.0.1:5557,B,0.0004718303680419922
127.0.0.1:5556,B,0.0005245208740234375
127.0.0.1:5557,B,0.0004115104675292969
127.0.0.1:5556,B,0.00033736228942871094
127.0.0.1:5557,B,0.0004963874816894531
127.0.0.1:5556,B,0.001796722412109375
127.0.0.1:5557,B,0.0004911422729492188
127.0.0.1:5556,B,0.00040912628173828125
127.0.0.1:5557,B,0.0006349086761474609
127.0.0.1:5556,B,0.0005652904510498047
127.0.0.1:5557,B,0.0003895759582519531
127.0.0.1:5556,B,0.0003516674041748047
127.0.0.1:5557,B,0.0007643699645996094
127.0.0.1:5556,B,0.0013179779052734375
